Code,Label
E8013,Railway Acc.-coll. with Other Object(i/p Pedal Cyclist)  
E8018,Railway Acc.-coll. with Other Object (i/p Other Spec. Person)  
E8019,Railway Acc.-coll. with Other Object (i/p Unspec Person) 
E802,Railway Accident Involving Derailment without Antecedent Collision
E8020,Railway Acc.-derailment without Collision (i/p Railway Employee)  
E8021,Railway Acc.-derailment without Collision (i/p Passenger On Railway) 
E8022,Raiway Acc.-derailment without Collision (i/p Pedestrian)
E8023,Raiway Acc.-derailment without Collision (i/p Cyclist)
E8028,Railway Acc.-derailment without Collision (i/p Other Spec. Person)
E8029,Raiway Acc.- Derailment without Collision (i/p Unspec Person)  
E803,"Railway Accident Involving Explosion, Fire or Burning "
E8030,"Railway Acc. -explosion, Fire, Burning (i/p Railway Employee)  "
E8031,"Railway Acc. -explosion, Fire, Burning (i/p Passenger On Railway) "
E8032,"Railway Acc. -explosion, Fire, Burning (i/p Pedestrian)  "
E8033,"Railway Acc. -xplosion, Fire, Burning (i/p Pedal Cyclist)"
E8038,"Railway Acc. -explosion, Fire, Burning (i/p Other Spec. Person)"
E8039,"Railway Acc. -explosion, Fire, Burning (i/p Unspec. Person) "
E804,"Fall In, On or From Railway Train"
E8040,"Fall In, On or From Railway Train (injured Person: Railway Employee) "
E8041,"Fall In, On or From Railway Train (injured Person: Passenger On Railway)"
E8042,"Fall In, On or From Railway Train (injured Person: Pedestrian) "
E8043,"Fall In, On or From Railway Train (injured Person: Pedal Cyclist) "
E8048,"Fall In, On or From Railway Train (injured Person: Other Specified Person) "
E8049,"Fall In, On or From Railway Train (injured Person: Unspecified Person)  "
E805,Hit by Rolling Stock 
E8050,Hit by Rolling Stock (injured Person: Railway Employee)  
E8051,Hit by Rolling Stock (injured Person: Passenger On Railway) 
E8052,Hit by Rolling Stock (injured Person: Pedestrian)  
E8053,Hit by Rolling Stock (injured Person: Pedal Cyclist)  
E8058,Hit by Rolling Stock (injured Person: Other Specified Person)  
E8059,Hit by Rolling Stock (injured Person: Unspecified Person)
E806,Other Specified Railway Accident 
E8060,Other Specified Railway Accident (injured Person: Railway Employee)  
E8061,Other Specified Railway Accident (injured Person: Passenger On Railway) 
E8062,Other Specified Railway Accident (injured Person: Pedestrian)  
E8063,Other Specified Railway Accident (injured Person: Pedal Cyclist)  
E8068,Other Specified Railway Accident (injured Person: Other Specified Person)  
E8069,Other Specified Railway Accident (injured Person: Unspecified Person)
E807,Railway Accident of Unspecified Nature 
E8070,Railway Accident of Unspecified Nature (injured Person: Railway Employee)  
E8071,Railway Acc. of Unspec. Nature (injured Person: Passenger On Railway)
E8072,Railway Accident of Unspecified Nature (injured Person: Pedestrian)  
E8073,Railway Accident of Unspecified Nature (injured Person: Pedal Cyclist)  
E8078,Railway Acc. of Unspec. Nature (injured Person: Other Specified Person) 
E8079,Railway Acc. of Unspec. Nature (injured Person: Unspecified Person)  
E810,Motor Vehicle Traffic Accident Involving Collision with Train  
E8100,Motor Vehicle R.t.a. - Coll.with Train (i/p Driver Vehicle Ex. M/cycle) 
E8101,Motor Vehicle R.t.a. - Coll. with Train (i/p Pass.in Vehicle Ex. M/cycle
E8102,Motor Vehicle R.t.a. - Coll. with Train (i/p Motorcyclist)  
E8103,Motor Vehicle R.t.a. - Coll. with Train (i/p Passenger On M/cycle)
E8104,Motor Vehicle R.t.a. - Coll. with Train (i/p Occupant of Streetcar)  
E8105,Motor Vehicle R.t.a. - Coll. with Train (i/p Rider Animal (-drawn Veh.))
E8106,Motor Vehicle R.t.a. - Coll. with Train (i/p Pedal Cyclist) 
E8107,Motor Vehicle R.t.a. - Coll. with Train (i/p Pedestrian) 
E8108,Motor Vehicle R.t.a. - Coll. with Train I/p Other Specified Person)  
E8109,Motor Vehicle R.t.a. - Coll. with Train (i/p Unspecified Person)  
E811,Motor Vehicle Traffic Acc. - Re-entrant Coll. Other Motor Vehicle 
E8110,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Driver Vehicle Ex.m/cycle  
E8111,Re-entrant R.t.a. Between 2 Motor Vehicles(i/p Pass.in Vehicle Ex.m/cycle  
E8112,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Motorcyclist)  
E8113,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Passenger On M/cycle)
E8114,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Occupant of Streetcar)  
E8115,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Rider Animal (-vehicle))
E8116,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Pedal Cyclist) 
E8117,Re-entrant Between 2 Motor Vehicles (i/p Pedestrian)  
E8118,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Other Specified Person) 
E8119,Re-entrant R.t.a. Between 2 Motor Vehicles (i/p Unspecified Person)  
E812,Other Motor Vehicle Traffic Acc. - Coll. Other Motor Vehicle
E8120,Other R.t.a. Between 2 Motor Vehicles (i/p Driver Vehicle Ex. M/cycle)  
E8121,Other R.t.a. Between 2 Motor Vehicles (i/p Pass.in Vehicle Ex. M/cycle) 
E8122,Other R.t.a. Between 2 Motor Vehicles (i/p Motorcyclist) 
E8123,Other R.t.a. Between 2 Motor Vehicles (i/p Passenger On M/cycle)  
E8124,Other R.t.a. Between 2 Motor Vehicles (i/p Occupant of Streetcar) 
E8125,Other R.t.a. Between 2 Motor Vehicles (i/p Rider Animal (-drawn Vehicle))  
E8126,Other R.t.a. Between 2 Motor Vehicles (i/p Pedal Cyclist)
E8127,Other R.t.a. Between 2 Motor Vehicles (i/p Pedestrian)
E8128,Other R.t.a. Between 2 Motor Vehicles (i/p Other Specified Person)
E8129,Other R.t.a. Between 2 Motor Vehicles (i/p Unspecified Person) 
E813,Motor Vehicle Traffic Accident Involving Collision with Other Vehicle
E8130,R.t.a. Coll. Motor & Other Vehicle (i/p Driver Motor Veh. Ex.m/cycle) 
E8131,R.t.a. Motor & Other Vehicle (i/p Pass in Motor Veh. Ex. M/cycle)  
E8132,R.t.a. Coll. Motor & Other Vehicle (i/p Motorcyclist)  
E8133,R.t.a. Coll Motor & Other Vehicle (i/p Passenger On M/cycle) 
E8134,R.t.a. Coll. Motor & Other Vehicle (i/p Occupant of Streetcar)  
E8135,R.t.a. Coll. Motor & Other Vehicle (i/p Rider Animal (-drawn-vehicle))
E8136,R.t.a. Coll. Motor & Other Vehicle (i/p Pedal Cyclist) 
E8137,R.t.a. Coll. Motor & Other Vehicle (i/p Pedestrian) 
E8138,R.t.a. Coll Motor & Other Vehicle (i/p Other Spec. Person)
E8139,R.t.a. Coll. Motor & Other Vehicle (i/p Unspec. Person)
E814,Motor Vehicle Traffic Accident Involving Collision with Pedestrian
E8140,R.t.a. Coll. Motor Vehicle & Pedestrian(z/p Driver Motor Veh.ex.m/cycle  
E8141,R.t.a. Coll. Motor Veh. & Pedestrian (i/p Pass.in Motor Veh.ex.m/cycle)  
E8142,R.t.a. Coll. Motor Vehicle & Pedestrian (i/p Motor Cyclist ) 
E8143,R.t.a. Coll. Motor Vehicle & Pedestrian (i/p Passenger On M/cycle  
E8144,R.t.a. Motor Vehicle & Pedestrian (i/p Occupant of Streetcar)
E8145,R.t.a. Coll. Motor Vehicle & Pedestrian (i/p Rider Animal ( - Vehicle))  
E8146,R.t.a. Coll. Motor Vehicle & Pedestrian (i/p Pedal Cyclist ) 
E8147,R.t.a. Coll Motor Vehicle & Pedestrian (i/p Pedestrian )  
E8148,R.t.a. Coll. Motor Vehicle & Pedestrian (i/p Other Spec. Person )  
E8149,R.t.a. Coll. Motor Vehicle & Pedestrian (i/p Unspecified Person)
E815,Other Motor Vehicle Traffic Accident Involving Collision On The Highway 
E8150,Other Motor Vehicle R.t.a. (i/p Driver of Motor Vehicle Ex. M/cycle) 
E8151,Other Motor Vehicle R.t.a. (i/p Pass. in Motor Vehicle Ex. M/cycle)  
E8152,Other Motor Vehicle R.t.a. (i/p Motorcyclist)
E8153,Other Motor Vehicle R.t.a. (i/p Passenger On Motorcycle) 
E8154,Other Motor Vehicle R.t.a. (i/p Occupant of Streetcar)
E8155,Other Motor Vehicle R.t.a. (i/p Rider of Animal; Occupant Annimal-vehicle  
E8156,Other Motor Vehicle R.t.a. (i/p Pedal Cyclist)  
E8157,Other Motor Vehicle R.t.a. (i/p Pedestrian)  
E8158,Other Motor Vehicle R.t.a. (i/p Other Specified Person)  
E8159,Other Motor Vehicle R.t.a. (i/p Unspecified Person)
E816,Motor Vehicle R.t.a. - Lost Control No Coll. On Road  
E8160,M/veh.rta.-lost Cont. No Coll. On Rd. (i/p Driver M/veh. Ex. M/cycle)
E8161,M/veh. Rta.-lost Cont. No Coll. On Rd. (i/p Pass. M/veh. Ex. M/cycle)
E8162,M/veh. Rta.-lost Cont. No Coll. On Rd (i/p Motorcyclist) 
E8163,M/veh. Rta.-lost Cont. No Coll. On Rd (i/p Passenger On M/cycle)  
E8164,M/veh. Rta. - Lost Cont. No Coll On Rd (i/p Occupant of Streetcar)
E8165,M/veh. Rta. - Lost Cont No Coll. On Road (i/p Rider Animal (-vehicle))  
E8166,M/veh. Rta. - Lost Control No Coll. On Road (i/p Pedal Cyclist)
E8167,M/veh. Rta. - Lost Cont. No Coll. On Road (i/p Pedestrian)  
E8168,M/veh. Rta. - Lost Control No Coll. On Rd (i/p Other Spec. Person)
E8169,M/veh. Rta. - Lost Control No Coll On Rd (i/p Unspecified Person) 
E817,Noncollision Motor Vehicle Traffic Accident While Boarding or Alighting 
E8170,Non-coll. Motor Vehicle R.t.a. Board/alight (i/p Driver M/veh.ex. M/cycle  
E8171,Non-coll. Motor Vehicle R.t.a. Board/alight (i/p Pass. M/veh. Ex. M/cycle  
E8172,Non-coll. Motor Vehicle R.t.a. Board/alight (i/p Motorcyclist) 
E8173,Non-coll Motor Vehicle R.t.a. Board/alight (i/p Passenger On M/cycle)
E8174,Non-coll Motor Vehicle R.t.a. Board/alight (i/p Occupant of Streetcar)  
E8175,Non-coll Motor Vehicle R.t.a. Board/alight (i/p Rider Animal (-vehicle))
E8176,Non-coll. Motor Vehicle R.t.a. Board/alight (i/p Pedal Cyclist)
E8177,Non-coll Motor Vehicle R.t.a. Board/alight (i/p Pedestrian) 
E8178,Non-coll Motor Vehicle R.t.a. Board/alight (i/p Other Spec. Person)  
E8179,Non-coll Motor Vehicle R.t.a. Board/alight (i/p Unspecified Person)  
E818,Other Noncollision Motor Vehicle Traffic Accident  
E8180,Other Non-coll. Motor Vehicle R.t.a. (i/p Driver M/veh. Ex. M/cycle) 
E8181,Other Non-coll. Motor Vehicle R.t.a. (i/p Pass. M/veh Ex. M/cycle)
E8182,Other Non-coll. Motor Vehicle R.t.a. (i/p Motorcyclist)  
E8183,Other Non-coll. Motor Vehicle R.t.a. (i/p Passenger On M/cycle)
E8184,Other Non-coll. Motor Vehicle R.t.a. (i/p Occupant of Streetcar)  
E8185,Other Non-coll. Motor Vehicle R.t.a. (i/p Rider Animal (-vehicle))
E8186,Other Non-coll. Motor Vehicle R.t.a. (i/p Pedal Cyclist) 
E8187,Other Non-coll. Motor Vehicle R.t.a. (i/p Pedestrian) 
E8188,Other Non-coll. Motor Vehicle R.t.a. (i/p Other Spec. Person)  
E8189,Other Non-coll. Motor Vehicle R.t.a. (i/p Unspecified Person)  
E819,Motor Vehicle Traffic Accident of Unspecified Nature  
E8190,Unspec. Motor Vehicle R.t.a. (i/p Driver Motor Vehicle Ex. M/cycle)  
E8191,Unspec. Motor Vehicle R.t.a. (i/p Pass. Motor Vehicle Ex. M/cycle)
E8192,Unspec. Motor Vehicle R.t.a. (i/p Motorcyclist) 
E8193,Unspec. Motor Vehicle R.t.a. (i/p Passenger On M/cycle)  
E8194,Unspec. Motor Vehicle R.t.a. (i/p Occupant of Streetcar) 
E8195,Unspec. Motor Vehicle R.t.a. (i/p Rider Animal (-drawn Vehicle))  
E8196,Unspec. Motor Vehicle R.t.a. (i/p Pedal Cyclist)
E8197,Unspec. Motor Vehicle R.t.a. (i/p Pedestrian)
E8198,Unspec. Motor Vehicle R.t.a. (i/p Other Specified Person)
E8199,Unspec. Motor Vehicle R.t.a. (i/p Unspecified Person) 
E820,Nontraffic Accident Involving Motor-driven Snow Vehicle  
E8200,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Driver M/veh. Ex.m/cycle  
E8201,Nontraffic Acc.-motor-driven Snow Vehicle (i/p Pass.m/vehicle Ex.m/cycle)  
E8202,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Motorcyclist) 
E8203,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Passenger On M/cycle)  
E8204,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Occupant of Streetcar) 
E8205,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Rider Animal (-vehicle))  
E8206,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Pedal Cyclist)
E8207,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Pedestrian)
E8208,Nontraffic Acc. - Motor-driven Snow Vehicle (i/p Other Spec. Person) 
E8209,Nontraffic Acc. - Motor Driven Snow Vehicle (i/p Unspecified Person) 
E821,Nontraffic Accident Involving Other Off-road Motor Vehicle  
E8210,Nontraffic Acc. - Other Off-road M/veh. (i/p Driver M/veh. Ex. M/cycle) 
E8211,Nontraffic Acc. - Other Off-raod M/veh. (i/p Pass. M/veh. Ex. M/cycle)  
E8212,Nontraffic Acc. - Other Off-road M/veh. (i/p Motorcyclist)  
E8213,Nontraffic Acc. - Other Off-road Motor Vehicle (i/p Passenger On M/cycle)  
E8214,Nontraffic Acc.-other Off-road Motor Vehicle (i/p Occupant of Streetcar)
E8215,Nontraffic Acc.-other Off-road Motor Vehicle (i/p Rider Animal (-vehicle)  
E8216,Nontraffic Acc. -other Off-road Motor Vehicle (i/p Pedal Cyclist) 
E8217,Nontraffic Acc. - Other Off-road Motor Vehicle (i/p Pedestrian)
E8218,Nontraffic Acc.-other Off-road Motor Vehicle (i/p Other Spec. Person)
E8219,Nontraffic Acc.-other Off-road Motor Vehicle (i/p Unspecified Person)
E822,Other M/veh. Nontraffic Acc. - Collision with Moving Object.)  
E8220,Other M/veh.nontraffic Acc.-coll.moving Obj.(i/p Driver M/veh.ex.m/cycle)  
E8221,Other M/veh. Nontraffic Acc.-coll. Moving Obj.(i/p Pass. M/veh.ex.m/cycle  
E8222,Other M/veh.nontraffic Acc.- Coll.moving Object (i/p Motorcyclist)
E8223,Other M/veh. Nontraffic Acc. - Coll. Moving Object (i/p Pass. On M/cycle)  
E8224,Other M/veh. Nontraffic Acc.-coll. Moving Obj. (i/p Occupant of Streetcar  
E8225,Other M/veh. Nontraffic Acc.-coll.moving Obj.(i/p Rider Animal (-vehicle)  
E8226,Other M/veh.nontraffic Acc. - Coll. Moving Object (i/p Pedal Cyclist)
E8227,Other M/veh. Nontraffic Acc. - Coll. Moving Object (i/p Pedestrian)  
E8228,Other M/veh. Nontraffic Acc. - Coll. Moving Object(i/p Other Spec.person)  
E8229,Other M/veh. Nontraffic Acc.-coll. Moving Object (i/p Unspecified Person)  
E823,Other M/veh.nontraffic Acc. - Collision with Stationary Object)
E8230,Other M/veh.nontraffic Acc.-coll.stn'ry Obj.(i/p Driver M/veh.ex.m/cycle)  
E8231,Other M/veh.nontraffic Acc.-coll.stn'ry Obj. (i/p Pass.m/veh.ex. M/cycle)  
E8232,Other M/veh.nontraffic Acc.-coll. Stn'ry Object (i/p Motorcyclist)
E8233,Other M.veh. Nontraffic Acc.-coll. Stn'ry Obj. (i/p Pass. On Motorcycle)
E8234,Other M/veh. Nontraffic Acc.-coll. Stn'ry Obj.(i/p Occupant of Streetcar)  
E8235,Other M/veh.nontraffic Acc.-coll.stn'ry Obj.(i/p Rider Animal(-vehicle))
E8236,Other M/veh.nontraffic Acc.-coll.stn'ry Obj.(i/p Pedal Cyclist)
E8237,Other M/veh.nontraffic Acc.-coll.stn'ry Object (i/p Pedestrian)
E8238,Other M/veh.nontraffic Acc.-coll.stn'ry Object (i/p Other Spec. Person) 
E8239,Other M/veh.nontraffic Acc.-coll.stn'ry Object (i/p Unspecified Person) 
E824,Other Motor Vehicle Nontraffic Accident While Boarding & Alighting 
E8240,Other M/veh.nontraffic Acc.-board/alight (i/p Driver M/veh.ex.m/cycle)  
E8241,Other M/veh. Nontraffic Acc.-board/alight (i/p Pass.m/veh.ex. M/cycle)  
E8242,Other M/veh.nontraffic Acc.- Board/alight (i/p Motorcyclist)
E8243,Other M.veh. Nontraffic Acc.-board/alight (i/p Passenger On Motorcycle) 
E8244,Other M/veh. Nontraffic Acc.-board/alight (i/p Occupant of Streetcar)
E8245,Other M/veh. Nontraffic Acc.-board/alight (i/p Rider Animal -vehicle))  
E8246,Other M/veh. Nontraffic Acc.-board/alight (i/p Pedal Cyclist)  
E8247,Other M/veh.nontraffic Acc.-board/alight (i/p Pedestrian)
E8248,Other M/veh. Nontraffic Acc. - Board/alight (i/p Other Spec. Person) 
E8249,Other M/veh. Nontraffic Acc.- Board/alight (i/p Unspecified Person)  
E825,Other Motor Vehicle Nontraffic Accident of Other & Unspecified Nature 
E8250,Other/unspecified Motor Vehicle Nontraffic Acc. (i/p Driver M/veh.ex.m/cycle)  
E8251,Other/unspec.motor Vehicle Nontraffic Acc.(i/p Pass. M/veh.ex.m/cycle)  
E8252,Other/unspecified Motor Vehicle Nontraffic Acc. (i/p Motorcylist)  
E8253,Other/unspecified Motor Vehicle Nontraffic Acc. (i/p Passenger On Motorcycle)  
E8254,Other/unspecified Motor Vehicle Nontraffic Acc.(i/p Occupant of Streetcar)  
E8255,Other/unspecified Motor Vehicle Nontraffic Acc. (i/p Rider Animal (-vehcicle)  
E8256,Other/unspecified Motor Vehicle Nontrafffic Acc. (i/p Pedal Cyclist)  
E8257,Other/unspecified Motor Vehicle Nontraffic Acc. (i/p Pedestrian)
E8258,Other/unspecified Motor Vehicle Nontraffic Acc. (i/p Other Spec. Person) 
E8259,Other/unspecified Motor Vehicle Nontraffic Acc. (i/p Unspecified Person) 
E826,Pedal Cycle Accident 
E8260,Pedal Cycle Accident (injured Person: Pedestrian)  
E8261,Pedal Cycle Accident (injured Person: Pedal Cyclist)  
E8262,Pedal Cycle Accident (injured Person: Rider of Animal)
E8263,Pedal Cycle Accident (injured Person: Occupant of Animal-drawn Vehicle) 
E8264,Pedal Cycle Accident (injured Person: Occupant of Streetcar)
E8268,Pedal Cycle Accident (injured Person: Other Specified Person)  
E8269,Pedal Cycle Accident (injured Person: Unspecified Person)
E827,Animal-drawn Vehicle Accident 
E8270,Animal Drawn Vehicle Accident (injured Person: Pedestrian)  
E8271,Animal Drawn Vehicle Accident (injured Person: Pedal Cyclist)  
E8272,Animal Drawn Vehicle Accident (injured Person: Rider of Animal)
E8273,Animal-drawn Vehcile Accident (i/p Occupant of Animal-drawn Vehicle) 
E8274,Animal Drawn Vehicle Accident (injured Person: Occupant of Streetcar)
E8278,Animal Drawn Vehicle Accident (injured Person: Other Specified Person)  
E8279,Animal Drawn Vehicle Accident (injured Person: Unspecified Person)
E828,Accident Involving Animal Being Ridden 
E8280,Accident Involving Animal Being Ridden (injured Person: Pedestrian)  
E8281,Accident Involving Animal Being Ridden (injured Person: Pedal Cyclist)  
E8282,Accident Involving Animal Being Ridden (injured Person: Rider of Animal)
E8283,Acc. Involving Animal Being Ridden (i/p Occupant of Animal-drawn Vehicle)  
E8284,Accident Involving Animal Being Ridden (i/p Occupant of Streetcar)
E8288,Accident Involving Animal Being Ridden (i/p Other Specified Person)  
E8289,Accident Involving Animal Being Ridden (i/p Unspecified Person)
E829,Other Road Vehicle Accidents  
E8290,Other Road Vehicle Accidents (injured Person: Pedestrian)
E8291,Other Road Vehicle Accidents (injured Person: Pedal Cyclist)
E8292,Other Road Vehicle Accidents (injured Person: Rider of Animal) 
E8293,Other Road Vehcile Accidents (i/p Occupant of Animal-drawn Vehicle)  
E8294,Other Road Vehicle Accidents (injured Person: Occupant of Streetcar) 
E8298,Other Road Vehicle Accidents (injured Person: Other Specified Person)
E8299,Other Road Vehicle Accidents (injured Person: Unspecified Person) 
E830,Accident to Watercraft Causing Submersion 
E8300,Acc.watercraft Causing Submersion (i/p Occupant of Unpowered Small Boat)
E8301,Acc. Watercraft Causing Submersion (i/p Occupant of Powered Small Boat) 
E8302,Acc. Watercraft Causing Submersion (i/p Crew of Other Watercraft) 
E8303,Acc. Watercraft Causing Submersion (i/p Other Occupant Other Watercraft)
E8304,Accident to Watercraft Causing Submersion (injured Person: Water Skier) 
E8305,Accident to Watercraft Causing Submersion (injured Person: Swimmer)  
E8306,"Acc. Watercraft Causing Submersion (i/p Dockers,stevedores) "
E8308,Acc. Watercraft Causing Submersion (i/p Other Specified Person)
E8309,Acc. Watercraft Causing Submersion (i/p Unspecified Person) 
E831,Accident to Watercraft Causing Other Injury  
E8310,Acc. Watercraft Causing Other Inj. (i/p Occupant of Unpowered Small Boat)  
E8311,Acc. Watercraft Causing Other Inj. (i/p Occupant of Powered Small Boat) 
E8312,Acc. Watercraft Causing Other Inj. (i/p Crew of Other Watercraft) 
E8313,Acc. Watercraft Causing Other Inj. (i/p Other Occupant Other Watercraft)
E8314,Accident to Watercraft Causing Other Injury (injured Person: Water Skier)  
E8315,Accident to Watercraft Causing Other Injury (injured Person: Swimmer)
E8316,"Acc. Watercraft Causing Other Inj. (i/p Dockers, Stevedores)"
E8318,Acc. Watercraft Causing Other Inj. (i/p Other Specified Person)
E8319,Acc. Watercraft Causing Other Inj. (i/p Unspecified Person) 
E832,Other Accidental Submersion or Drowning in Water Transport Accident  
E8320,Other Acc. Submers/drowning Water Tranpt.acc.(i/p Unpowered Small Boat) 
E8321,Other Acc. Submers/drowning Water Tranpt.acc. (i/p Occ.powered Small Boat  
E8322,Other Acc. Submers/drowning Water Tranpt.acc. (i/p Crew Other Watercraft)  
E8323,Other Acc. Submers/drowning Water Tranpt.acc.(i/p Other Occ.other W/craft  
E8324,Other Acc. Submers/drowning Water Tranpt.acc. (i/p Water Skier)
E8325,Other Acc. Submers/drowning Water Tranpt.acc.(i/p Swimmer)  
E8326,"Other Acc. Submers/drowning Water Tranpt.acc. (i/p Docker, Stevedore)"
E8328,Other Acc. Submers/drowning Water Tranpt.acc. (i/p Other Spec. Person)  
E8329,Other Acc. Submers/drowning Water Tranpt.acc. (i/p Unspecified Person)  
E833,Fall On Stairs or Ladders in Water Transport 
E8330,Fall Stair/ladder in Water Transport (i/p Occ. of Unpowered Small Boat) 
E8331,Fall Stair/ladder in Water Transport (i/p Occupant of Powered Small Boat)  
E8332,Fall Stair/ladder in Water Transport (i/p Crew of Other Watercraft)  
E8333,Fall Stair/ladder in Water Transport (i/p Other Occupant Other Watercraft  
E8334,Fall On Stairs or Ladders in Water Transport (injured Person: Water Skier) 
E8335,Fall On Stairs or Ladders in Water Transport (injured Person: Swimmer)  
E8336,"Fall Stair/ladder in Water Transport (i/p Dockers, Stevedores) "
E8338,Fall Stair/ladder in Water Transport (i/p Other Specified Person) 
E8339,Fall Stair/ladder in Water Transport (i/p Unspecified Person)  
E834,Other Fall From One Level to Another in Water Transport  
E8340,Other Fall One Level to Other-water Trans. (i/p Occ.unpowered Small Boat)  
E8341,Other Fall One Level to Other - Water Trans. (i/p Occ. Powered Small Boat  
E8342,Other Fall One Level to Other - Water Trans. (i/p Crew Other Watercraft)
E8343,Other Fall One Level to Other - Water Trans. (i/p Other Occ.other W/craft  
E8344,Other Fall One Level to Other - Water Trans. (i/p Water Skier) 
E8345,Other Fall One Level to Other - Water Trans. (i/pswimmer)
E8346,"Other Fall One Level to Other - Water Trans. (i/p Docker,stevedore)  "
E8348,Other Fall One Level to Other - Water Trans. )i/p Other Spec.person) 
E8349,Other Fall One Level to Other - Water Trans. (i/p Unspecified Person)
E835,Other & Unspecified Fall in Water Transport
E8350,Other/unspecified Fall in Water Transport (i/p Occ. of Unpowered Small Boat)
E8351,Other/unspecified Fall in Water Transport (i/p Occ. of Powered Small Boat)  
E8352,Other/unspecified Fall in Water Transport (i/p Crew of Other Watercraft) 
E8353,Other/unspecified Fall in Water Transport (i/p Other Occ. Other Watercraft) 
E8354,Other/unspecified Fall in Water Transport (i/p Water Skier)  
E8355,Other & Unspecified Fall in Water Transport (injured Person: Swimmer) 
E8356,"Other/unspecified Fall in Water Transport (i/p Docker, Stevedore)  "
E8358,Other/unspecified Fall in Water Transport (i/p Other Specified Person)
E8359,Other/unspecified Fall in Water Transport (i/p Unspecified Person) 
E836,Machinery Accident in Water Transport  
E8360,Machinery Accident in Water Transport (i/p Occ. of Unpowered Small Boat)
E8361,Machinery Accident in Water Transport (i/p Occ. of Powered Small Boat)  
E8362,Machinery Accident in Water Transport (i/p Crew of Other Watercraft) 
E8363,Machinery Accident in Water Transport (i/p Other Occ. Other Watercraft) 
E8364,Machinery Accident in Water Transport (injured Person: Water Skier)  
E8365,Machinery Accident in Water Transport (injured Person: Swimmer)
E8366,"Machinery Accident in Water Transport (i/p Docker, Stevedore)  "
E8368,Machinery Accident in Water Transport (i/p Other Specified Person)
E8369,Machinery Accident in Water Transport (injured Person: Unspecified Person) 
E837,"Explosion, Fire or Burning in Watercraft  "
E8370,"Explosion,fire,burning in Watercraft (i/p Occ. of Unpowered Small Boat) "
E8371,"Explosion,fire, Burning in Watercraft (i/p Occ. of Powered Small Boat)  "
E8372,"Explosion,fire, Burning in Watercraft (i/p Crew of Other Watercraft) "
E8373,"Explosion,fire, Burning in Watercraft (i/p Other Occ. Other Watercraft) "
E8374,"Explosion, Fire or Burning in Watercraft (injured Person: Water Skier)  "
E8375,"Explosion, Fire or Burning in Watercraft (injured Person: Swimmer)"
E8376,"Explosion,fire,burning in Watercraft (i/p Docker, Stevedore)"
E8378,"Explosion, Fire, Burning in Watercraft (i/p Other Specified Person)  "
E8379,"Explosion, Fire, Burning in Watercraft (i/p Unspecified Person)"
E838,Other & Unspecified Water Transport Accident  
E8380,Other/unspecified Water Transport Acc. (i/p Occ. of Unpowered Small Boat)
E8381,Other/unspecified Water Transport Acc. (i/p Occupant of Powered Small Boat) 
E8382,Other/unspecified Water Transport Acc. (i/p Crew of Other Watercraft) 
E8383,Other/unspecified Water Transport Acc. (i/p Other Occ. Other Watercraft) 
E8384,Other/unspecified Water Transport Acc. (i/p Water Skier)  
E8385,Other & Unspecified Water Transport Accident (injured Person: Swimmer)
E8386,"Other/unspecified Water Transport Acc. (i/p Docker, Stevedore)  "
E8388,Other/unspecified Water Transport Acc. (i/p Other Specified Person)
E8389,Other/unspecified Water Transport Acc. (i/p Unspecified Person) 
E840,Accident to Powered Aircraft At Takeoff or Landing 
E8400,Acc. Powered Aircraft Takeoff/landing (i/p Occupant of Spacecraft)
E8401,Acc. Powered Aircraft Takeoff/landing (i/pocc. Any Military Aircraft)
E8402,Acc. Powered Aircraft Takeoff/landing (i/p Crew Commercial Aircraft) 
E8403,Acc. Powered Aircraft Takeoff/landing (i/p Other Occ. Commer. Aircraft) 
E8404,Acc. Powered Aircraft Takeoff/landing (i/p Occ. Comm. Aircraft S/air Tpt.  
E8405,Acc. Powered Aircraft Takeoff/landing (i/p Occ. Powered Aircraft) 
E8406,Acc. Powered Aircraft Takeoff/landing (i/p Occ. Unpord Aircrft Ex.p/chtst  
E8407,Acc. Powered Aircraft Takeoff/landing (i/p Parachutist)  
E8408,"Acc. Powered Aircraft Takeoff/landing (i/p Ground Crew, Airline Personnel  "
E8409,Acc. Powered Aircraft Takeoff/landing (i/p Other Person) 
E841,"Accident to Powered Aircraft, Other & Unspecified"
E8410,Other/unspec.acc. Powered Aircraft )i/p Occupant of Spacecraft)
E8411,Other/unspec.acc. Powered Aircraft )i/pocc. Any Military Aircraft)
E8412,Other/unspecified Acc. Powered Aircraft (i/p Crew Commercial Aircraft)
